pairName,currentValues,currentTime,localTime,secondaryData,hr1MainSumm,hr1FullSumm,hr1PivotPoints,hr1TechIndicators,hr1MovingAverages
eur_usd,1.1936 +0.0011    +0.09%,08:13:37,2021-06-24 12:14:09.350895,"Prev. Close: 1.1925
Bid/Ask: 1.1934 / 1.1938
Day's Range: 1.1918 - 1.1951",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (8)Sell (4)
Technical Indicators:Strong BuyBuy (8)Sell (2)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.1918
1.1926
1.1932
1.1940
1.1946
1.1954
1.1960
Fibonacci
1.1926
1.1931
1.1935
1.1940
1.1945
1.1949
1.1954
Camarilla
1.1933
1.1934
1.1935
1.1940
1.1938
1.1939
1.1940
Woodie's
1.1916
1.1925
1.1930
1.1939
1.1944
1.1953
1.1958
DeMark's
-
-
1.1929
1.1939
1.1943
-
-","Technical IndicatorsJun 24, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
53.649
Neutral
STOCH(9,6)
56.923
Buy
STOCHRSI(14)
66.671
Buy
MACD(12,26)
0.000
Buy
ADX(14)
29.698
Sell
Williams %R
-39.999
Buy
CCI(14)
66.0010
Buy
ATR(14)
0.0011
High Volatility
Highs/Lows(14)
0.0001
Buy
Ultimate Oscillator
47.569
Sell
ROC
0.046
Buy
Bull/Bear Power(13)
0.0011
Buy
Buy: 8
Sell: 2
Neutral: 1


Summary:Strong Buy","Jun 24, 2021 12:11PM GMT"
gbp_usd,1.3897 -0.0062    -0.44%,08:13:38,2021-06-24 12:14:09.354788,"Prev. Close: 1.3959
Bid/Ask: 1.3895 / 1.3899
Day's Range: 1.3891 - 1.3987",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (1)Sell (7)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.3809
1.3857
1.3885
1.3933
1.3961
1.4009
1.4037
Fibonacci
1.3857
1.3886
1.3904
1.3933
1.3962
1.3980
1.4009
Camarilla
1.3891
1.3898
1.3905
1.3933
1.3919
1.3926
1.3933
Woodie's
1.3797
1.3851
1.3873
1.3927
1.3949
1.4003
1.4025
DeMark's
-
-
1.3870
1.3926
1.3947
-
-","Technical IndicatorsJun 24, 2021 12:12PM GMT
Name
Value
Action
RSI(14)
32.683
Sell
STOCH(9,6)
58.420
Buy
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-0.001
Sell
ADX(14)
28.264
Sell
Williams %R
-86.457
Oversold
CCI(14)
-424.3516
Oversold
ATR(14)
0.0021
High Volatility
Highs/Lows(14)
-0.0043
Sell
Ultimate Oscillator
40.117
Sell
ROC
-0.444
Sell
Bull/Bear Power(13)
-0.0098
Sell
Buy: 1
Sell: 7
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:12PM GMT"
usd_jpy,110.75 -0.19    -0.17%,08:13:40,2021-06-24 12:14:09.358110,"Prev. Close: 110.94
Bid/Ask: 110.74 / 110.76
Day's Range: 110.74 - 111.12",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (4)Sell (8)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
110.68
110.72
110.77
110.80
110.85
110.88
110.93
Fibonacci
110.72
110.75
110.77
110.80
110.83
110.85
110.88
Camarilla
110.78
110.79
110.79
110.80
110.81
110.81
110.82
Woodie's
110.68
110.72
110.77
110.80
110.85
110.88
110.93
DeMark's
-
-
110.74
110.78
110.82
-
-","Technical IndicatorsJun 24, 2021 12:13PM GMT
Name
Value
Action
RSI(14)
39.652
Sell
STOCH(9,6)
27.691
Sell
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
-0.010
Sell
ADX(14)
38.984
Sell
Williams %R
-92.106
Oversold
CCI(14)
-117.6618
Sell
ATR(14)
0.0936
High Volatility
Highs/Lows(14)
-0.1007
Sell
Ultimate Oscillator
51.827
Buy
ROC
-0.176
Sell
Bull/Bear Power(13)
-0.1710
Sell
Buy: 1
Sell: 8
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:13PM GMT"
aud_usd,0.7576 +0.0001    +0.01%,08:13:42,2021-06-24 12:14:09.361349,"Prev. Close: 0.7575
Bid/Ask: 0.7575 / 0.7577
Day's Range: 0.7566 - 0.7587",Buy,"Summary:Buy
Moving Averages:BuyBuy (7)Sell (5)
Technical Indicators:BUYBuy (4)Sell (3)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.7562
0.7567
0.7572
0.7577
0.7582
0.7587
0.7592
Fibonacci
0.7567
0.7571
0.7573
0.7577
0.7581
0.7583
0.7587
Camarilla
0.7575
0.7576
0.7577
0.7577
0.7579
0.7580
0.7581
Woodie's
0.7562
0.7567
0.7572
0.7577
0.7582
0.7587
0.7592
DeMark's
-
-
0.7570
0.7576
0.7580
-
-","Technical IndicatorsJun 24, 2021 12:13PM GMT
Name
Value
Action
RSI(14)
54.181
Neutral
STOCH(9,6)
53.572
Neutral
STOCHRSI(14)
28.659
Sell
MACD(12,26)
0.001
Buy
ADX(14)
22.712
Sell
Williams %R
-47.619
Neutral
CCI(14)
60.5059
Buy
ATR(14)
0.0009
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
54.625
Buy
ROC
0.007
Buy
Bull/Bear Power(13)
-0.0005
Sell
Buy: 4
Sell: 3
Neutral: 4


Summary:BUY","Jun 24, 2021 12:13PM GMT"
eur_gbp,0.8589 +0.0050    +0.59%,08:13:41,2021-06-24 12:14:09.364580,"Prev. Close: 0.8538
Bid/Ask: 0.8587 / 0.8590
Day's Range: 0.8534 - 0.8593",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (7)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.8509
0.8527
0.8554
0.8572
0.8599
0.8617
0.8644
Fibonacci
0.8527
0.8544
0.8555
0.8572
0.8589
0.8600
0.8617
Camarilla
0.8568
0.8572
0.8576
0.8572
0.8584
0.8588
0.8592
Woodie's
0.8513
0.8529
0.8558
0.8574
0.8603
0.8619
0.8648
DeMark's
-
-
0.8562
0.8576
0.8608
-
-","Technical IndicatorsJun 24, 2021 12:13PM GMT
Name
Value
Action
RSI(14)
70.958
Buy
STOCH(9,6)
42.997
Sell
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.000
Buy
ADX(14)
33.678
Buy
Williams %R
-7.563
Overbought
CCI(14)
347.2412
Overbought
ATR(14)
0.0013
High Volatility
Highs/Lows(14)
0.0033
Buy
Ultimate Oscillator
57.469
Buy
ROC
0.521
Buy
Bull/Bear Power(13)
0.0052
Buy
Buy: 7
Sell: 1
Neutral: 0


Summary:Strong Buy","Jun 24, 2021 12:13PM GMT"
usd_cad,1.2298 -0.0007    -0.06%,08:13:33,2021-06-24 12:14:09.367806,"Prev. Close: 1.2305
Bid/Ask: 1.2296 / 1.2300
Day's Range: 1.2280 - 1.2315",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (5)Sell (7)
Technical Indicators:Strong SellBuy (2)Sell (6)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.2272
1.2278
1.2288
1.2294
1.2304
1.2310
1.2320
Fibonacci
1.2278
1.2284
1.2288
1.2294
1.2300
1.2304
1.2310
Camarilla
1.2292
1.2294
1.2295
1.2294
1.2298
1.2299
1.2301
Woodie's
1.2272
1.2278
1.2288
1.2294
1.2304
1.2310
1.2320
DeMark's
-
-
1.2291
1.2295
1.2307
-
-","Technical IndicatorsJun 24, 2021 12:12PM GMT
Name
Value
Action
RSI(14)
47.368
Neutral
STOCH(9,6)
43.478
Sell
STOCHRSI(14)
60.362
Buy
MACD(12,26)
-0.001
Sell
ADX(14)
32.164
Sell
Williams %R
-46.375
Neutral
CCI(14)
-50.1187
Sell
ATR(14)
0.0012
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
51.289
Buy
ROC
-0.041
Sell
Bull/Bear Power(13)
-0.0008
Sell
Buy: 2
Sell: 6
Neutral: 3


Summary:Strong Sell","Jun 24, 2021 12:12PM GMT"
usd_chf,0.9190 +0.0003    +0.03%,08:13:36,2021-06-24 12:14:09.370997,"Prev. Close: 0.9187
Bid/Ask: 0.9189 / 0.9190
Day's Range: 0.9178 - 0.9201",Neutral,"Summary:Neutral
Moving Averages:SellBuy (4)Sell (8)
Technical Indicators:BUYBuy (3)Sell (2)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.9176
0.9179
0.9185
0.9188
0.9193
0.9197
0.9202
Fibonacci
0.9179
0.9182
0.9185
0.9188
0.9191
0.9194
0.9197
Camarilla
0.9188
0.9188
0.9189
0.9188
0.9191
0.9192
0.9192
Woodie's
0.9178
0.9180
0.9187
0.9189
0.9195
0.9198
0.9204
DeMark's
-
-
0.9187
0.9189
0.9195
-
-","Technical IndicatorsJun 24, 2021 12:13PM GMT
Name
Value
Action
RSI(14)
50.425
Neutral
STOCH(9,6)
50.068
Neutral
STOCHRSI(14)
26.727
Sell
MACD(12,26)
0.000
Neutral
ADX(14)
27.487
Buy
Williams %R
-59.524
Sell
CCI(14)
7.8740
Neutral
ATR(14)
0.0010
High Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
50.879
Neutral
ROC
0.076
Buy
Bull/Bear Power(13)
0.0001
Buy
Buy: 3
Sell: 2
Neutral: 6


Summary:BUY","Jun 24, 2021 12:13PM GMT"
nzd_chf,0.6489 +0.0018    +0.27%,08:13:41,2021-06-24 12:14:09.374218,"Prev. Close: 0.6471
Bid/Ask: 0.6485 / 0.6492
Day's Range: 0.6460 - 0.6493",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.6473
0.6478
0.6484
0.6488
0.6494
0.6498
0.6505
Fibonacci
0.6478
0.6482
0.6484
0.6488
0.6492
0.6494
0.6498
Camarilla
0.6488
0.6489
0.6490
0.6488
0.6492
0.6493
0.6494
Woodie's
0.6475
0.6479
0.6486
0.6489
0.6496
0.6499
0.6507
DeMark's
-
-
0.6486
0.6489
0.6497
-
-","Technical IndicatorsJun 24, 2021 12:12PM GMT
Name
Value
Action
RSI(14)
63.023
Buy
STOCH(9,6)
74.778
Buy
STOCHRSI(14)
46.259
Neutral
MACD(12,26)
0.001
Buy
ADX(14)
31.628
Buy
Williams %R
-17.998
Overbought
CCI(14)
107.0586
Buy
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
0.0002
Buy
Ultimate Oscillator
60.723
Buy
ROC
0.294
Buy
Bull/Bear Power(13)
0.0017
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy","Jun 24, 2021 12:12PM GMT"
usd_cny,6.4671 -0.0056    -0.09%,08:13:05,2021-06-24 12:14:09.377451,"Prev. Close: 6.4727
Bid/Ask: 6.4665 / 6.4676
Day's Range: 6.4662 - 6.4823",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (4)Sell (8)
Technical Indicators:Strong SellBuy (0)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
6.4658
6.4661
6.4667
6.4670
6.4676
6.4679
6.4685
Fibonacci
6.4661
6.4664
6.4667
6.4670
6.4673
6.4676
6.4679
Camarilla
6.4670
6.4670
6.4671
6.4670
6.4673
6.4674
6.4674
Woodie's
6.4658
6.4661
6.4667
6.4670
6.4676
6.4679
6.4685
DeMark's
-
-
6.4668
6.4671
6.4677
-
-","Technical IndicatorsJun 24, 2021 12:05PM GMT
Name
Value
Action
RSI(14)
37.146
Sell
STOCH(9,6)
22.345
Sell
STOCHRSI(14)
4.669
Oversold
MACD(12,26)
-0.001
Sell
ADX(14)
42.582
Sell
Williams %R
-92.545
Oversold
CCI(14)
-124.5800
Sell
ATR(14)
0.0032
Less Volatility
Highs/Lows(14)
-0.0053
Sell
Ultimate Oscillator
39.022
Sell
ROC
-0.085
Sell
Bull/Bear Power(13)
-0.0112
Sell
Buy: 0
Sell: 9
Neutral: 0


Summary:Strong Sell","Jun 24, 2021 12:05PM GMT"
usd_hkd,7.7644 -0.0006    -0.01%,08:13:40,2021-06-24 12:14:09.380679,"Prev. Close: 7.7650
Bid/Ask: 7.7642 / 7.7645
Day's Range: 7.7641 - 7.7661",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (2)Sell (10)
Technical Indicators:Strong SellBuy (0)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
7.7642
7.7643
7.7644
7.7645
7.7647
7.7647
7.7649
Fibonacci
7.7643
7.7643
7.7644
7.7645
7.7646
7.7647
7.7647
Camarilla
7.7644
7.7644
7.7644
7.7645
7.7645
7.7645
7.7645
Woodie's
7.7642
7.7643
7.7644
7.7645
7.7647
7.7647
7.7649
DeMark's
-
-
7.7644
7.7645
7.7647
-
-","Technical IndicatorsJun 24, 2021 12:13PM GMT
Name
Value
Action
RSI(14)
38.250
Sell
STOCH(9,6)
29.991
Sell
STOCHRSI(14)
23.063
Oversold
MACD(12,26)
-0.000
Sell
ADX(14)
20.526
Neutral
Williams %R
-85.002
Oversold
CCI(14)
-87.1507
Sell
ATR(14)
0.0006
Less Volatility
Highs/Lows(14)
-0.0001
Sell
Ultimate Oscillator
38.617
Sell
ROC
-0.011
Sell
Bull/Bear Power(13)
-0.0012
Sell
Buy: 0
Sell: 8
Neutral: 1


Summary:Strong Sell","Jun 24, 2021 12:13PM GMT"
