pairName,currentValues,currentTime,localTime,secondaryData,hr1MainSumm,hr1FullSumm,hr1PivotPoints,hr1TechIndicators,hr1MovingAverages
eur_usd,1.1944 +0.0006    +0.05%,08:10:47,2021-06-23 12:11:10.699750,"Prev. Close: 1.1938
Bid/Ask: 1.1943 / 1.1945
Day's Range: 1.1912 - 1.1952",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (10)Sell (2)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.1924
1.1931
1.1936
1.1944
1.1949
1.1957
1.1962
Fibonacci
1.1931
1.1936
1.1939
1.1944
1.1949
1.1952
1.1957
Camarilla
1.1937
1.1939
1.1940
1.1944
1.1942
1.1943
1.1945
Woodie's
1.1922
1.1930
1.1934
1.1943
1.1947
1.1956
1.1960
DeMark's
-
-
1.1933
1.1943
1.1946
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
61.904
Buy
STOCH(9,6)
70.464
Buy
STOCHRSI(14)
84.204
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
18.815
Neutral
Williams %R
-25.318
Buy
CCI(14)
84.8184
Buy
ATR(14)
0.0011
Less Volatility
Highs/Lows(14)
0.0004
Buy
Ultimate Oscillator
52.438
Buy
ROC
0.021
Buy
Bull/Bear Power(13)
0.0023
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy","Jun 23, 2021 12:09PM GMT"
gbp_usd,1.3983 +0.0036    +0.26%,08:10:47,2021-06-23 12:11:10.705106,"Prev. Close: 1.3947
Bid/Ask: 1.3982 / 1.3984
Day's Range: 1.3924 - 1.3987",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (11)Sell (1)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.3940
1.3947
1.3960
1.3967
1.3980
1.3987
1.4000
Fibonacci
1.3947
1.3955
1.3959
1.3967
1.3975
1.3979
1.3987
Camarilla
1.3966
1.3968
1.3970
1.3967
1.3973
1.3975
1.3977
Woodie's
1.3942
1.3948
1.3962
1.3968
1.3982
1.3988
1.4002
DeMark's
-
-
1.3963
1.3968
1.3983
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
67.960
Buy
STOCH(9,6)
75.636
Buy
STOCHRSI(14)
75.942
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
40.533
Buy
Williams %R
-7.873
Overbought
CCI(14)
119.7351
Buy
ATR(14)
0.0016
High Volatility
Highs/Lows(14)
0.0023
Buy
Ultimate Oscillator
65.359
Buy
ROC
0.233
Buy
Bull/Bear Power(13)
0.0035
Buy
Buy: 9
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 23, 2021 12:09PM GMT"
usd_jpy,110.84 +0.20    +0.18%,08:10:46,2021-06-23 12:11:10.708964,"Prev. Close: 110.64
Bid/Ask: 110.82 / 110.85
Day's Range: 110.63 - 111.11",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (9)Sell (3)
Technical Indicators:Strong BuyBuy (6)Sell (1)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
110.27
110.47
110.67
110.87
111.07
111.27
111.48
Fibonacci
110.47
110.62
110.72
110.87
111.02
111.12
111.27
Camarilla
110.76
110.80
110.83
110.87
110.91
110.94
110.98
Woodie's
110.27
110.47
110.67
110.87
111.07
111.27
111.48
DeMark's
-
-
110.57
110.82
110.97
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
58.549
Buy
STOCH(9,6)
58.925
Buy
STOCHRSI(14)
0.000
Oversold
MACD(12,26)
0.120
Buy
ADX(14)
46.179
Buy
Williams %R
-51.579
Neutral
CCI(14)
28.8076
Neutral
ATR(14)
0.1114
High Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
61.435
Buy
ROC
0.194
Buy
Bull/Bear Power(13)
-0.0320
Sell
Buy: 6
Sell: 1
Neutral: 3


Summary:Strong Buy","Jun 23, 2021 12:09PM GMT"
aud_usd,0.7578 +0.0024    +0.32%,08:10:49,2021-06-23 12:11:10.712735,"Prev. Close: 0.7553
Bid/Ask: 0.7575 / 0.7580
Day's Range: 0.7538 - 0.7580",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (10)Sell (2)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.7545
0.7553
0.7564
0.7572
0.7582
0.7591
0.7601
Fibonacci
0.7553
0.7561
0.7565
0.7572
0.7579
0.7583
0.7591
Camarilla
0.7570
0.7572
0.7574
0.7572
0.7577
0.7579
0.7581
Woodie's
0.7547
0.7554
0.7566
0.7573
0.7584
0.7592
0.7603
DeMark's
-
-
0.7568
0.7574
0.7587
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
70.548
Buy
STOCH(9,6)
67.821
Buy
STOCHRSI(14)
100.000
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
50.118
Buy
Williams %R
-7.143
Overbought
CCI(14)
163.2772
Buy
ATR(14)
0.0012
High Volatility
Highs/Lows(14)
0.0016
Buy
Ultimate Oscillator
60.590
Buy
ROC
0.318
Buy
Bull/Bear Power(13)
0.0031
Buy
Buy: 9
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 23, 2021 12:09PM GMT"
eur_gbp,0.8542 -0.0015    -0.18%,08:10:54,2021-06-23 12:11:10.716570,"Prev. Close: 0.8557
Bid/Ask: 0.8540 / 0.8543
Day's Range: 0.8531 - 0.8565",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (10)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.8529
0.8538
0.8542
0.8551
0.8555
0.8564
0.8569
Fibonacci
0.8538
0.8543
0.8546
0.8551
0.8556
0.8559
0.8564
Camarilla
0.8543
0.8544
0.8545
0.8551
0.8548
0.8549
0.8550
Woodie's
0.8527
0.8537
0.8540
0.8550
0.8553
0.8563
0.8567
DeMark's
-
-
0.8540
0.8550
0.8553
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
38.253
Sell
STOCH(9,6)
47.539
Neutral
STOCHRSI(14)
33.608
Sell
MACD(12,26)
-0.000
Sell
ADX(14)
34.414
Sell
Williams %R
-68.116
Sell
CCI(14)
-121.0222
Sell
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
-0.0007
Sell
Ultimate Oscillator
36.948
Sell
ROC
-0.210
Sell
Bull/Bear Power(13)
-0.0013
Sell
Buy: 0
Sell: 10
Neutral: 1


Summary:Strong Sell","Jun 23, 2021 12:09PM GMT"
usd_cad,1.2277 -0.0029    -0.23%,08:10:42,2021-06-23 12:11:10.720744,"Prev. Close: 1.2305
Bid/Ask: 1.2276 / 1.2277
Day's Range: 1.2267 - 1.2329",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.2228
1.2247
1.2262
1.2281
1.2295
1.2315
1.2329
Fibonacci
1.2247
1.2260
1.2268
1.2281
1.2294
1.2302
1.2315
Camarilla
1.2268
1.2271
1.2274
1.2281
1.2280
1.2283
1.2286
Woodie's
1.2226
1.2246
1.2260
1.2280
1.2293
1.2314
1.2327
DeMark's
-
-
1.2255
1.2278
1.2289
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
24.444
Oversold
STOCH(9,6)
34.812
Sell
STOCHRSI(14)
5.602
Oversold
MACD(12,26)
-0.002
Sell
ADX(14)
43.806
Sell
Williams %R
-82.257
Oversold
CCI(14)
-147.5378
Sell
ATR(14)
0.0016
Less Volatility
Highs/Lows(14)
-0.0020
Sell
Ultimate Oscillator
40.345
Sell
ROC
-0.276
Sell
Bull/Bear Power(13)
-0.0043
Sell
Buy: 0
Sell: 8
Neutral: 0


Summary:Strong Sell","Jun 23, 2021 12:09PM GMT"
usd_chf,0.9179 0.0001    0.00%,08:10:51,2021-06-23 12:11:10.724586,"Prev. Close: 0.9178
Bid/Ask: 0.9177 / 0.9180
Day's Range: 0.9172 - 0.9201",Strong Sell,"Summary:Strong Sell
Moving Averages:SellBuy (3)Sell (9)
Technical Indicators:Strong SellBuy (0)Sell (10)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.9158
0.9165
0.9172
0.9179
0.9186
0.9193
0.9200
Fibonacci
0.9165
0.9170
0.9174
0.9179
0.9184
0.9188
0.9193
Camarilla
0.9176
0.9177
0.9179
0.9179
0.9181
0.9183
0.9184
Woodie's
0.9160
0.9166
0.9174
0.9180
0.9188
0.9194
0.9202
DeMark's
-
-
0.9169
0.9177
0.9183
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
41.920
Sell
STOCH(9,6)
36.428
Sell
STOCHRSI(14)
12.042
Oversold
MACD(12,26)
-0.000
Sell
ADX(14)
25.240
Sell
Williams %R
-70.177
Sell
CCI(14)
-94.4382
Sell
ATR(14)
0.0009
Less Volatility
Highs/Lows(14)
-0.0003
Sell
Ultimate Oscillator
46.913
Sell
ROC
-0.038
Sell
Bull/Bear Power(13)
-0.0019
Sell
Buy: 0
Sell: 10
Neutral: 0


Summary:Strong Sell","Jun 23, 2021 12:09PM GMT"
nzd_chf,0.6471 +0.0024    +0.38%,08:10:51,2021-06-23 12:11:10.728373,"Prev. Close: 0.6446
Bid/Ask: 0.6470 / 0.6471
Day's Range: 0.6435 - 0.6473",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.6450
0.6454
0.6464
0.6468
0.6477
0.6482
0.6491
Fibonacci
0.6454
0.6459
0.6463
0.6468
0.6473
0.6477
0.6482
Camarilla
0.6468
0.6469
0.6471
0.6468
0.6473
0.6475
0.6476
Woodie's
0.6452
0.6455
0.6466
0.6469
0.6479
0.6483
0.6493
DeMark's
-
-
0.6465
0.6469
0.6479
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
68.275
Buy
STOCH(9,6)
79.283
Buy
STOCHRSI(14)
92.744
Overbought
MACD(12,26)
0.001
Buy
ADX(14)
35.248
Buy
Williams %R
-3.948
Overbought
CCI(14)
142.8375
Buy
ATR(14)
0.0010
Less Volatility
Highs/Lows(14)
0.0014
Buy
Ultimate Oscillator
64.671
Buy
ROC
0.396
Buy
Bull/Bear Power(13)
0.0021
Buy
Buy: 9
Sell: 0
Neutral: 0


Summary:Strong Buy","Jun 23, 2021 12:09PM GMT"
usd_cny,6.4762 -0.0049    -0.08%,08:10:47,2021-06-23 12:11:10.732152,"Prev. Close: 6.4811
Bid/Ask: 6.4757 / 6.4767
Day's Range: 6.4738 - 6.4897",Sell,"Summary:Sell
Moving Averages:NeutralBuy (6)Sell (6)
Technical Indicators:Strong SellBuy (1)Sell (7)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
6.4735
6.4748
6.4756
6.4769
6.4777
6.4790
6.4798
Fibonacci
6.4748
6.4756
6.4761
6.4769
6.4777
6.4782
6.4790
Camarilla
6.4758
6.4760
6.4762
6.4769
6.4765
6.4767
6.4769
Woodie's
6.4731
6.4746
6.4752
6.4767
6.4773
6.4788
6.4794
DeMark's
-
-
6.4762
6.4772
6.4783
-
-","Technical IndicatorsJun 23, 2021 12:06PM GMT
Name
Value
Action
RSI(14)
53.257
Neutral
STOCH(9,6)
20.609
Sell
STOCHRSI(14)
1.920
Oversold
MACD(12,26)
0.003
Buy
ADX(14)
27.691
Sell
Williams %R
-83.701
Oversold
CCI(14)
-100.1886
Sell
ATR(14)
0.0033
Less Volatility
Highs/Lows(14)
-0.0019
Sell
Ultimate Oscillator
31.868
Sell
ROC
-0.019
Sell
Bull/Bear Power(13)
-0.0033
Sell
Buy: 1
Sell: 7
Neutral: 1


Summary:Strong Sell","Jun 23, 2021 12:06PM GMT"
usd_hkd,7.7657 -0.0010    -0.01%,08:10:22,2021-06-23 12:11:10.736113,"Prev. Close: 7.7667
Bid/Ask: 7.7655 / 7.7658
Day's Range: 7.7652 - 7.7669",Neutral,"Summary:Neutral
Moving Averages:NeutralBuy (6)Sell (6)
Technical Indicators:SellBuy (2)Sell (4)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
7.7652
7.7654
7.7656
7.7658
7.7660
7.7662
7.7664
Fibonacci
7.7654
7.7656
7.7656
7.7658
7.7660
7.7660
7.7662
Camarilla
7.7656
7.7657
7.7657
7.7658
7.7658
7.7658
7.7659
Woodie's
7.7652
7.7654
7.7656
7.7658
7.7660
7.7662
7.7664
DeMark's
-
-
7.7655
7.7657
7.7659
-
-","Technical IndicatorsJun 23, 2021 12:09PM GMT
Name
Value
Action
RSI(14)
47.312
Neutral
STOCH(9,6)
48.060
Neutral
STOCHRSI(14)
20.397
Oversold
MACD(12,26)
0.000
Buy
ADX(14)
19.133
Neutral
Williams %R
-70.603
Sell
CCI(14)
-50.2786
Sell
ATR(14)
0.0006
High Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
51.062
Buy
ROC
-0.012
Sell
Bull/Bear Power(13)
-0.0006
Sell
Buy: 2
Sell: 4
Neutral: 4


Summary:Sell","Jun 23, 2021 12:09PM GMT"
