pairName,currentValues,currentTime,localTime,secondaryData,hr1MainSumm,hr1FullSumm,hr1PivotPoints,hr1TechIndicators
eur_usd,1.1938 -0.0056    -0.47%,08:12:28,2021-06-17 12:13:11.553606,"Prev. Close: 1.1994
Bid/Ask: 1.1936 / 1.1940
Day's Range: 1.1926 - 1.2007",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.1919
1.1924
1.1929
1.1934
1.1940
1.1944
1.1950
Fibonacci
1.1924
1.1928
1.1930
1.1934
1.1938
1.1940
1.1944
Camarilla
1.1933
1.1934
1.1935
1.1934
1.1937
1.1938
1.1939
Woodie's
1.1921
1.1925
1.1931
1.1935
1.1942
1.1945
1.1952
DeMark's
-
-
1.1932
1.1936
1.1943
-
-","Technical IndicatorsJun 17, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
19.536
Oversold
STOCH(9,6)
21.429
Sell
STOCHRSI(14)
55.306
Buy
MACD(12,26)
-0.004
Sell
ADX(14)
53.639
Sell
Williams %R
-84.472
Oversold
CCI(14)
-109.3017
Sell
ATR(14)
0.0017
Less Volatility
Highs/Lows(14)
-0.0028
Sell
Ultimate Oscillator
38.218
Sell
ROC
-0.496
Sell
Bull/Bear Power(13)
-0.0062
Sell
Buy: 1
Sell: 8
Neutral: 0


Summary:Strong Sell"
gbp_usd,1.3959 -0.0029    -0.20%,08:12:49,2021-06-17 12:13:11.558853,"Prev. Close: 1.3987
Bid/Ask: 1.3958 / 1.3959
Day's Range: 1.3934 - 1.4010",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (1)Sell (10)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.3923
1.3933
1.3941
1.3950
1.3958
1.3967
1.3976
Fibonacci
1.3933
1.3939
1.3943
1.3950
1.3957
1.3961
1.3967
Camarilla
1.3943
1.3945
1.3946
1.3950
1.3950
1.3951
1.3953
Woodie's
1.3921
1.3932
1.3939
1.3949
1.3956
1.3966
1.3974
DeMark's
-
-
1.3945
1.3952
1.3963
-
-","Technical IndicatorsJun 17, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
31.175
Sell
STOCH(9,6)
38.267
Sell
STOCHRSI(14)
60.028
Buy
MACD(12,26)
-0.003
Sell
ADX(14)
32.897
Sell
Williams %R
-69.079
Sell
CCI(14)
-142.1217
Sell
ATR(14)
0.0019
Less Volatility
Highs/Lows(14)
-0.0015
Sell
Ultimate Oscillator
35.287
Sell
ROC
-0.264
Sell
Bull/Bear Power(13)
-0.0052
Sell
Buy: 1
Sell: 10
Neutral: 0


Summary:Strong Sell"
usd_jpy,110.66 -0.04    -0.03%,08:12:31,2021-06-17 12:13:11.562850,"Prev. Close: 110.69
Bid/Ask: 110.64 / 110.67
Day's Range: 110.55 - 110.83",Neutral,"Summary:Neutral
Moving Averages:BuyBuy (8)Sell (4)
Technical Indicators:NeutralBuy (4)Sell (4)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
110.62
110.66
110.69
110.72
110.75
110.78
110.81
Fibonacci
110.66
110.68
110.70
110.72
110.74
110.76
110.78
Camarilla
110.70
110.70
110.71
110.72
110.72
110.73
110.73
Woodie's
110.62
110.66
110.69
110.72
110.75
110.78
110.81
DeMark's
-
-
110.70
110.73
110.76
-
-","Technical IndicatorsJun 17, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
59.891
Buy
STOCH(9,6)
51.975
Neutral
STOCHRSI(14)
0.591
Oversold
MACD(12,26)
0.120
Buy
ADX(14)
27.702
Buy
Williams %R
-64.286
Sell
CCI(14)
-56.2308
Sell
ATR(14)
0.1011
Less Volatility
Highs/Lows(14)
0.0000
Neutral
Ultimate Oscillator
40.667
Sell
ROC
-0.045
Sell
Bull/Bear Power(13)
0.1030
Buy
Buy: 4
Sell: 4
Neutral: 2


Summary:Neutral"
aud_usd,0.7574 -0.0037    -0.48%,08:12:48,2021-06-17 12:13:11.566707,"Prev. Close: 0.7610
Bid/Ask: 0.7572 / 0.7575
Day's Range: 0.7564 - 0.7646",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (0)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.7542
0.7553
0.7559
0.7570
0.7577
0.7587
0.7594
Fibonacci
0.7553
0.7559
0.7563
0.7570
0.7577
0.7581
0.7587
Camarilla
0.7560
0.7562
0.7563
0.7570
0.7567
0.7568
0.7570
Woodie's
0.7540
0.7552
0.7557
0.7569
0.7575
0.7586
0.7592
DeMark's
-
-
0.7556
0.7568
0.7573
-
-","Technical IndicatorsJun 17, 2021 12:12PM GMT
Name
Value
Action
RSI(14)
23.955
Oversold
STOCH(9,6)
29.223
Sell
STOCHRSI(14)
30.467
Sell
MACD(12,26)
-0.002
Sell
ADX(14)
35.420
Sell
Williams %R
-89.024
Oversold
CCI(14)
-160.2102
Sell
ATR(14)
0.0017
Less Volatility
Highs/Lows(14)
-0.0029
Sell
Ultimate Oscillator
31.606
Sell
ROC
-0.591
Sell
Bull/Bear Power(13)
-0.0078
Sell
Buy: 0
Sell: 9
Neutral: 0


Summary:Strong Sell"
eur_gbp,0.8554 -0.0019    -0.23%,08:12:52,2021-06-17 12:13:11.570504,"Prev. Close: 0.8573
Bid/Ask: 0.8552 / 0.8555
Day's Range: 0.8542 - 0.8580",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (1)Sell (9)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.8544
0.8547
0.8552
0.8555
0.8560
0.8563
0.8569
Fibonacci
0.8547
0.8550
0.8552
0.8555
0.8558
0.8560
0.8563
Camarilla
0.8555
0.8556
0.8557
0.8555
0.8558
0.8559
0.8560
Woodie's
0.8546
0.8548
0.8554
0.8556
0.8562
0.8564
0.8571
DeMark's
-
-
0.8554
0.8556
0.8562
-
-","Technical IndicatorsJun 17, 2021 12:12PM GMT
Name
Value
Action
RSI(14)
31.176
Sell
STOCH(9,6)
34.050
Sell
STOCHRSI(14)
56.682
Buy
MACD(12,26)
-0.001
Sell
ADX(14)
49.595
Sell
Williams %R
-70.129
Sell
CCI(14)
-81.7908
Sell
ATR(14)
0.0008
Less Volatility
Highs/Lows(14)
-0.0007
Sell
Ultimate Oscillator
49.561
Neutral
ROC
-0.251
Sell
Bull/Bear Power(13)
-0.0010
Sell
Buy: 1
Sell: 9
Neutral: 1


Summary:Strong Sell"
usd_cad,1.2325 +0.0049    +0.40%,08:12:32,2021-06-17 12:13:11.574151,"Prev. Close: 1.2276
Bid/Ask: 1.2323 / 1.2327
Day's Range: 1.2261 - 1.2346",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
1.2305
1.2314
1.2324
1.2333
1.2343
1.2352
1.2362
Fibonacci
1.2314
1.2321
1.2326
1.2333
1.2340
1.2345
1.2352
Camarilla
1.2330
1.2332
1.2333
1.2333
1.2337
1.2338
1.2340
Woodie's
1.2307
1.2315
1.2326
1.2334
1.2345
1.2353
1.2364
DeMark's
-
-
1.2319
1.2331
1.2338
-
-","Technical IndicatorsJun 17, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
71.685
Buy
STOCH(9,6)
73.530
Buy
STOCHRSI(14)
49.004
Neutral
MACD(12,26)
0.003
Buy
ADX(14)
39.628
Buy
Williams %R
-21.176
Buy
CCI(14)
120.7313
Buy
ATR(14)
0.0019
Less Volatility
Highs/Lows(14)
0.0026
Buy
Ultimate Oscillator
74.710
Overbought
ROC
0.505
Buy
Bull/Bear Power(13)
0.0054
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy"
usd_chf,0.9150 +0.0065    +0.72%,08:12:50,2021-06-17 12:13:11.577946,"Prev. Close: 0.9085
Bid/Ask: 0.9148 / 0.9152
Day's Range: 0.9076 - 0.9157",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (7)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.9144
0.9147
0.9151
0.9153
0.9157
0.9159
0.9163
Fibonacci
0.9147
0.9149
0.9151
0.9153
0.9155
0.9157
0.9159
Camarilla
0.9152
0.9152
0.9153
0.9153
0.9154
0.9155
0.9155
Woodie's
0.9144
0.9147
0.9151
0.9153
0.9157
0.9159
0.9163
DeMark's
-
-
0.9152
0.9153
0.9158
-
-","Technical IndicatorsJun 17, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
85.313
Overbought
STOCH(9,6)
82.877
Overbought
STOCHRSI(14)
87.327
Overbought
MACD(12,26)
0.003
Buy
ADX(14)
45.687
Buy
Williams %R
-6.211
Overbought
CCI(14)
116.3791
Buy
ATR(14)
0.0013
Less Volatility
Highs/Lows(14)
0.0036
Buy
Ultimate Oscillator
68.008
Buy
ROC
0.726
Buy
Bull/Bear Power(13)
0.0080
Buy
Buy: 7
Sell: 0
Neutral: 0


Summary:Strong Buy"
nzd_chf,0.6417 +0.0013    +0.20%,08:12:52,2021-06-17 12:13:11.581789,"Prev. Close: 0.6404
Bid/Ask: 0.6414 / 0.6419
Day's Range: 0.6406 - 0.6453",Strong Sell,"Summary:Strong Sell
Moving Averages:Strong SellBuy (0)Sell (12)
Technical Indicators:Strong SellBuy (1)Sell (8)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
0.6395
0.6404
0.6408
0.6417
0.6421
0.6430
0.6435
Fibonacci
0.6404
0.6409
0.6412
0.6417
0.6422
0.6425
0.6430
Camarilla
0.6410
0.6412
0.6413
0.6417
0.6415
0.6416
0.6418
Woodie's
0.6395
0.6404
0.6408
0.6417
0.6421
0.6430
0.6435
DeMark's
-
-
0.6407
0.6416
0.6420
-
-","Technical IndicatorsJun 17, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
42.782
Sell
STOCH(9,6)
44.583
Sell
STOCHRSI(14)
3.035
Oversold
MACD(12,26)
0.000
Buy
ADX(14)
26.523
Sell
Williams %R
-93.750
Oversold
CCI(14)
-161.2128
Sell
ATR(14)
0.0012
Less Volatility
Highs/Lows(14)
-0.0014
Sell
Ultimate Oscillator
36.493
Sell
ROC
-0.218
Sell
Bull/Bear Power(13)
-0.0027
Sell
Buy: 1
Sell: 8
Neutral: 0


Summary:Strong Sell"
usd_cny,6.4395 +0.0425    +0.67%,08:12:23,2021-06-17 12:13:11.585513,"Prev. Close: 6.3969
Bid/Ask: 6.4380 / 6.4409
Day's Range: 6.3972 - 6.4408",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (6)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
6.4333
6.4348
6.4378
6.4393
6.4423
6.4438
6.4467
Fibonacci
6.4348
6.4365
6.4376
6.4393
6.4410
6.4421
6.4438
Camarilla
6.4395
6.4399
6.4403
6.4393
6.4412
6.4416
6.4420
Woodie's
6.4341
6.4352
6.4386
6.4397
6.4431
6.4442
6.4475
DeMark's
-
-
6.4385
6.4397
6.4430
-
-","Technical IndicatorsJun 17, 2021 12:06PM GMT
Name
Value
Action
RSI(14)
82.022
Overbought
STOCH(9,6)
86.318
Overbought
STOCHRSI(14)
99.717
Overbought
MACD(12,26)
0.010
Buy
ADX(14)
58.846
Buy
Williams %R
-0.230
Overbought
CCI(14)
130.2218
Buy
ATR(14)
0.0053
High Volatility
Highs/Lows(14)
0.0148
Buy
Ultimate Oscillator
74.886
Overbought
ROC
0.656
Buy
Bull/Bear Power(13)
0.0274
Buy
Buy: 6
Sell: 0
Neutral: 0


Summary:Strong Buy"
usd_hkd,7.7654 +0.0024    +0.03%,08:12:39,2021-06-17 12:13:11.589926,"Prev. Close: 7.7630
Bid/Ask: 7.7653 / 7.7654
Day's Range: 7.7625 - 7.7656",Strong Buy,"Summary:Strong Buy
Moving Averages:BuyBuy (12)Sell (0)
Technical Indicators:Strong BuyBuy (9)Sell (0)","Name
S3
S2
S1
Pivot Points
R1
R2
R3
Classic
7.7638
7.7641
7.7647
7.7651
7.7657
7.7661
7.7667
Fibonacci
7.7641
7.7645
7.7647
7.7651
7.7655
7.7657
7.7661
Camarilla
7.7651
7.7652
7.7653
7.7651
7.7655
7.7656
7.7657
Woodie's
7.7640
7.7642
7.7649
7.7652
7.7659
7.7662
7.7669
DeMark's
-
-
7.7649
7.7652
7.7659
-
-","Technical IndicatorsJun 17, 2021 12:11PM GMT
Name
Value
Action
RSI(14)
64.518
Buy
STOCH(9,6)
73.917
Buy
STOCHRSI(14)
54.674
Neutral
MACD(12,26)
0.001
Buy
ADX(14)
38.804
Buy
Williams %R
-6.906
Overbought
CCI(14)
132.2888
Buy
ATR(14)
0.0008
High Volatility
Highs/Lows(14)
0.0007
Buy
Ultimate Oscillator
58.985
Buy
ROC
0.027
Buy
Bull/Bear Power(13)
0.0028
Buy
Buy: 9
Sell: 0
Neutral: 1


Summary:Strong Buy"
